year|bib|age_group|gender|city|state|country|overall|rank_gender|rank_age_group|5k|10k|15k|20k|half|25k|30k|35k|40k|finish
 2016|50861|50-54|W|New Lenox|IL|USA|40530|18508|1178|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|21135.0|30208.0
 2016|38261|65-69|W|Portland|OR|USA|40528|18507|72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|28293.0|30208.0
 2016|50565|16-19|W|Chicago|IL|USA|40525|18506|150|2947.0|NaN|8885.0|11906.0|12657.0|15754.0|NaN|NaN|NaN|30203.0
 2016|24843|25-29|W|Chicago|IL|USA|40524|18505|3667|0.0|2431.0|NaN|NaN|NaN|NaN|NaN|NaN|28799.0|30198.0
 2016|27726|35-39|W|Newton|MA|USA|40523|18504|3014|0.0|0.0|0.0|0.0|0.0|13357.0|NaN|23131.0|28357.0|30197.0
 2016|52339|50-54|W|Algonquin|IL|USA|40519|18503|1177|2651.0|5875.0|8817.0|NaN|NaN|NaN|NaN|NaN|NaN|30068.0
 2016|29206|25-29|W|Lake Station|IN|USA|40518|18502|3666|2582.0|5428.0|8400.0|11575.0|12310.0|15202.0|18997.0|NaN|NaN|30023.0
 2016|50520|16-19|W|Valparaiso|IN|USA|40517|18501|149|2582.0|5428.0|8400.0|11575.0|12311.0|15201.0|18997.0|NaN|NaN|30022.0
 2016|38425|60-64|W|Highwood|IL|USA|40515|18500|229|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|29991.0
 2016|51156|65-69|W|Morton Grove|IL|USA|40514|18499|71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|29988.0
 2016|53907|45-49|W|Toronto|ON|CAN|40513|18498|1914|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|29744.0
 2016|56976|25-29|W|Chicago|IL|USA|40511|18497|3665|0.0|9774.0|12651.0|15515.0|16171.0|18569.0|21607.0|NaN|28241.0|29642.0
 2016|51682|25-29|W|Chicago|IL|USA|40510|18496|3664|2959.0|6074.0|9086.0|NaN|NaN|16196.0|NaN|NaN|NaN|29610.0
 2016|55398|45-49|W|Mchenry|IL|USA|40508|18495|1913|3153.0|6330.0|NaN|NaN|NaN|NaN|NaN|NaN|NaN|29561.0
 2016|51844|60-64|W|Chicago|IL|USA|40506|18494|228|2719.0|5887.0|8982.0|NaN|NaN|15740.0|19371.0|NaN|NaN|29553.0
 2016|52121|45-49|W|Carpentersville|IL|GER|40504|18493|1912|3056.0|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|29424.0
 2016|53490|25-29|W|St. Petersburg|FL|USA|40503|18492|3663|6542.0|NaN|NaN|14710.0|15338.0|17630.0|NaN|NaN|NaN|29376.0
 2016|38538|45-49|W|Webster|NY|USA|40500|18491|1911|2678.0|5807.0|8703.0|NaN|NaN|15996.0|NaN|NaN|NaN|29319.0
 2016|50941|20-24|W|Indianapolis|IN|USA|40499|18490|1662|2680.0|5711.0|8560.0|11498.0|12155.0|14816.0|18660.0|NaN|NaN|29236.0
 2016|50746|60-64|W|Metairie|LA|USA|40497|18489|227|3179.0|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|29200.0
 2016|54682|35-39|W|Chicago|IL|USA|40496|18488|3013|2532.0|5151.0|7787.0|11031.0|11747.0|14714.0|18557.0|NaN|NaN|29136.0
 2016|52100|30-34|W|Lansing|IL|USA|40494|18487|3351|2773.0|5841.0|8880.0|NaN|NaN|15795.0|19388.0|NaN|NaN|29021.0
 2016|52094|35-39|W|Marseilles|IL|USA|40492|18486|3012|2793.0|5791.0|8462.0|11410.0|12075.0|14900.0|18572.0|NaN|NaN|29001.0
 2016|54196|30-34|W|Oklahoma City|OK|USA|40491|18485|3350|2575.0|5475.0|8541.0|NaN|12654.0|15578.0|19288.0|NaN|NaN|28962.0
 2016|19212|40-44|W|Troy|OH|USA|40490|18484|2683|2791.0|5959.0|9199.0|NaN|NaN|16183.0|19695.0|NaN|NaN|28914.0
 2016|55841|45-49|W|Frankfort|IL|USA|40489|18483|1910|0.0|0.0|0.0|0.0|0.0|0.0|21100.0|NaN|27565.0|28870.0
 2016|52722|35-39|W|Hinsdale|IL|USA|40487|18482|3011|2827.0|5763.0|8978.0|NaN|NaN|15981.0|19370.0|NaN|NaN|28828.0
 2016|38097|30-34|W|Lewisville|TX|USA|40486|18481|3349|2662.0|5447.0|8400.0|12104.0|12838.0|15508.0|18912.0|NaN|NaN|28799.0
 2016|51079|40-44|W|Chicago|IL|USA|40485|18480|2682|2749.0|5921.0|9035.0|NaN|NaN|15634.0|19356.0|NaN|NaN|28743.0
 2016|50692|40-44|W|Chicago|IL|DOM|40484|18479|2681|2708.0|5469.0|8408.0|NaN|NaN|NaN|19338.0|NaN|NaN|28691.0
 2016|50973|30-34|W|Chicago|IL|USA|40480|18478|3348|3053.0|NaN|NaN|NaN|NaN|NaN|18811.0|NaN|NaN|28649.0
 2016|51893|25-29|W|Reseda|CA|USA|40479|18477|3662|2672.0|5715.0|8638.0|NaN|NaN|15893.0|19279.0|NaN|NaN|28625.0
 2016|51272|25-29|W|Chicago|IL|USA|40478|18476|3661|2593.0|5358.0|8303.0|NaN|NaN|15483.0|19294.0|NaN|NaN|28625.0
 2016|53949|35-39|W|South Holland|IL|USA|40477|18475|3010|2498.0|5218.0|8527.0|NaN|NaN|15326.0|19457.0|NaN|NaN|28580.0
 2016|55204|40-44|W|Chicago|IL|USA|40475|18474|2680|2558.0|5426.0|8415.0|11644.0|12379.0|14935.0|18583.0|NaN|NaN|28545.0
 2016|54783|30-34|W|Burbank|IL|USA|40474|18473|3347|2475.0|5429.0|8438.0|NaN|NaN|15637.0|19218.0|NaN|NaN|28524.0
 2016|52190|30-34|W|Hobart|IN|USA|40472|18472|3346|2410.0|5260.0|8103.0|11021.0|11725.0|14305.0|17532.0|NaN|NaN|28514.0
 2016|56278|40-44|W|Chicago|IL|USA|40471|18471|2679|2849.0|5650.0|8702.0|NaN|NaN|15423.0|18793.0|NaN|NaN|28470.0
 2016|52284|30-34|W|Chicago|IL|USA|40469|18470|3345|2475.0|5679.0|8572.0|11814.0|12497.0|15361.0|18930.0|NaN|NaN|28440.0
 2016|45034|50-54|W|Plainfield|IL|USA|40468|18469|1176|2901.0|5951.0|9293.0|12576.0|13294.0|15976.0|19630.0|NaN|26752.0|28406.0
 2016|51678|55-59|W|Clarksville|TN|USA|40467|18468|569|2837.0|NaN|NaN|NaN|NaN|15956.0|19803.0|NaN|NaN|28335.0
 2016|51663|25-29|W|Chicago|IL|USA|40464|18467|3660|2576.0|5221.0|7983.0|NaN|NaN|15114.0|18506.0|NaN|NaN|28190.0
 2016|51973|45-49|W|Ottawa|IL|USA|40462|18466|1909|2623.0|5566.0|8452.0|11502.0|12250.0|15133.0|18620.0|NaN|NaN|28177.0
 2016|44235|25-29|W|Chicago|IL|USA|40461|18465|3659|2340.0|4944.0|8112.0|11766.0|12410.0|15162.0|18700.0|NaN|26476.0|28160.0
 2016|51688|55-59|W|Chicago|IL|USA|40460|18464|568|6511.0|9208.0|11632.0|14358.0|14975.0|17466.0|20550.0|23519.0|26803.0|28151.0
 2016|51546|50-54|W|Chicago|IL|USA|40459|18463|1175|2538.0|5572.0|8597.0|NaN|NaN|15501.0|18920.0|NaN|NaN|28137.0
 2016|51550|30-34|W|Chicago|IL|USA|40458|18462|3344|2537.0|5571.0|8596.0|NaN|NaN|15500.0|18918.0|NaN|NaN|28136.0
 2016|49854|25-29|W|Hoffman Estates|IL|USA|40457|18461|3658|2643.0|5950.0|9075.0|12133.0|12817.0|15336.0|18599.0|NaN|26340.0|28109.0
 2016|43946|50-54|W|Libertyville|IL|USA|40455|18460|1174|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|18886.0|28091.0
 2016|50953|45-49|W|Island Lake|IL|USA|40454|18459|1908|0.0|0.0|0.0|14877.0|15500.0|17969.0|21001.0|23967.0|26851.0|28090.0
 2016|54546|70-74|W|Chicago|IL|USA|40453|18458|16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|28084.0
 2016|51694|40-44|W|Evanston|IL|USA|40451|18457|2678|2966.0|5986.0|9174.0|NaN|NaN|16081.0|19425.0|NaN|NaN|28064.0
 2016|50447|16-19|W|Mokena|IL|USA|40450|18456|148|2699.0|5699.0|8724.0|NaN|NaN|15481.0|19080.0|NaN|NaN|28049.0
 2016|53390|45-49|W|Chicago|IL|USA|40449|18455|1907|2870.0|5789.0|8779.0|NaN|NaN|15543.0|18933.0|NaN|NaN|28042.0
 2016|55323|40-44|W|Chicago|IL|USA|40447|18454|2677|7065.0|9864.0|12396.0|15106.0|15712.0|17877.0|21033.0|NaN|26906.0|28004.0
 2016|54616|25-29|W|Chicago|IL|USA|40446|18453|3657|2727.0|5605.0|8451.0|11601.0|12329.0|14952.0|18424.0|NaN|NaN|27991.0
 2016|41099|35-39|W|Elmwood Park|IL|USA|40443|18452|3009|2319.0|4745.0|7469.0|10900.0|11584.0|14749.0|18387.0|NaN|NaN|27968.0
 2016|51736|45-49|W|Palatine|IL|USA|40442|18451|1906|2090.0|4658.0|7595.0|NaN|NaN|15691.0|18895.0|NaN|NaN|27930.0
 2016|54964|60-64|W|Townsend|DE|USA|40441|18450|226|2748.0|5631.0|8603.0|11879.0|12584.0|15297.0|18856.0|NaN|25674.0|27920.0
 2016|52095|35-39|W|Valparaiso|IN|USA|40438|18449|3008|2427.0|5262.0|7995.0|10900.0|11586.0|15156.0|18448.0|NaN|NaN|27904.0
 2016|50654|30-34|W|Lake Forest|IL|USA|40437|18448|3343|2590.0|5466.0|8555.0|NaN|NaN|15237.0|18638.0|NaN|NaN|27897.0
 2016|43586|16-19|W|Pingree Grove|IL|USA|40436|18447|147|2285.0|5193.0|8427.0|12059.0|12769.0|15562.0|19036.0|NaN|26385.0|27894.0
 2016|50909|30-34|W|Chicago|IL|USA|40435|18446|3342|2630.0|5359.0|8317.0|11555.0|12234.0|14906.0|NaN|NaN|NaN|27857.0
 2016|52288|35-39|W|Orland Park|IL|USA|40433|18445|3007|2517.0|5104.0|7943.0|11348.0|12141.0|14460.0|17615.0|NaN|NaN|27853.0
 2016|52282|40-44|W|Berwyn|IL|USA|40432|18444|2676|2578.0|5249.0|8196.0|11616.0|12461.0|15262.0|18548.0|NaN|NaN|27844.0
 2016|3929|45-49|W|Chicago|IL|USA|40431|18443|1905|2653.0|5552.0|8509.0|12215.0|12924.0|15685.0|19010.0|22633.0|26403.0|27829.0
 2016|52700|30-34|W|Chicago|60637|DOM|40429|18442|3341|2272.0|5183.0|7665.0|10420.0|11041.0|13671.0|17803.0|NaN|NaN|27807.0
 2016|56267|45-49|W|Glendale Heights|IL|USA|40428|18441|1904|2661.0|5814.0|8708.0|NaN|NaN|15789.0|19030.0|NaN|NaN|27789.0
 2016|45494|35-39|W|Chicago|IL|USA|40427|18440|3006|2660.0|5813.0|8706.0|NaN|NaN|15788.0|19028.0|NaN|NaN|27787.0
 2016|55117|40-44|W|Temple Terrace|FL|USA|40426|18439|2675|2408.0|5024.0|8023.0|11115.0|11853.0|15383.0|18573.0|NaN|26021.0|27758.0
 2016|55355|45-49|W|Tampa|FL|USA|40425|18438|1903|2408.0|5044.0|8023.0|11382.0|12208.0|15004.0|18573.0|NaN|26021.0|27758.0
 2016|54934|35-39|W|Norridge|IL|USA|40424|18437|3005|2275.0|4754.0|7550.0|10772.0|11551.0|14447.0|18363.0|NaN|26034.0|27748.0
 2016|51480|25-29|W|Chicago|IL|USA|40423|18436|3656|2536.0|5438.0|8245.0|11209.0|11950.0|14633.0|18522.0|NaN|NaN|27745.0
 2016|50571|40-44|W|Somerville|MA|USA|40422|18435|2674|2881.0|5874.0|8937.0|NaN|NaN|15629.0|18994.0|NaN|NaN|27721.0
 2016|51720|25-29|W|Worth|IL|USA|40421|18434|3655|2804.0|5749.0|8628.0|NaN|12338.0|14885.0|18237.0|NaN|NaN|27718.0
 2016|54438|25-29|W|Darien|IL|USA|40420|18433|3654|2353.0|5193.0|8208.0|11599.0|12368.0|14924.0|18448.0|NaN|26070.0|27699.0
 2016|54657|30-34|W|Grant Park|IL|USA|40418|18432|3340|2611.0|5480.0|8443.0|11673.0|12365.0|14902.0|18446.0|NaN|26151.0|27672.0
 2016|52182|25-29|W|Chicago|IL|USA|40417|18431|3653|2514.0|5432.0|8083.0|11439.0|12237.0|14826.0|18153.0|NaN|25583.0|27662.0
 2016|52798|30-34|W|Carver|MA|USA|40414|18430|3339|2626.0|5639.0|8645.0|NaN|NaN|15848.0|19051.0|NaN|NaN|27658.0
 2016|52457|20-24|W|Chicago|IL|USA|40412|18429|1661|2671.0|5403.0|7923.0|10612.0|11273.0|14195.0|17412.0|NaN|NaN|27651.0
 2016|51109|50-54|W|Chicago|IL|USA|40409|18428|1173|2778.0|5629.0|8725.0|NaN|NaN|15422.0|18852.0|NaN|NaN|27622.0
 2016|52078|35-39|W|Hoffman Estates|IL|USA|40408|18427|3004|2625.0|5370.0|8163.0|11097.0|11925.0|14548.0|17881.0|NaN|NaN|27601.0
 2016|52885|45-49|W|Honolulu|HI|USA|40407|18426|1902|2512.0|5233.0|7918.0|10751.0|11404.0|14060.0|17657.0|NaN|26002.0|27592.0
 2016|52693|45-49|W|Chicago|IL|USA|40406|18425|1901|2899.0|5740.0|8759.0|NaN|NaN|15415.0|18817.0|NaN|25865.0|27587.0
 2016|54219|35-39|W|Orlando|FL|USA|40403|18424|3003|2697.0|5602.0|8639.0|NaN|NaN|15335.0|18766.0|NaN|NaN|27535.0
 2016|56173|45-49|W|Warren|OH|USA|40401|18423|1900|2569.0|5946.0|8985.0|12100.0|12797.0|15227.0|18493.0|NaN|25889.0|27501.0
 2016|52096|50-54|W|Crystal Lake|IL|USA|40400|18422|1172|2505.0|5316.0|8049.0|11247.0|12205.0|15128.0|18557.0|NaN|25727.0|27499.0
 2016|29576|25-29|W|Chicago|IL|CHN|40399|18421|3652|2421.0|4971.0|7593.0|10440.0|11198.0|13959.0|17465.0|NaN|25511.0|27494.0
 2016|51922|25-29|W|Palos Hills|IL|USA|40398|18420|3651|2626.0|5046.0|7492.0|10933.0|11962.0|14722.0|18137.0|NaN|25500.0|27489.0
 2016|51932|35-39|W|Tinley Park|IL|USA|40397|18419|3002|2626.0|5046.0|7491.0|10931.0|11961.0|14722.0|18136.0|NaN|25501.0|27489.0
 2016|56125|55-59|W|Chicago|IL|USA|40396|18418|567|2659.0|5483.0|8454.0|11713.0|12468.0|15189.0|18660.0|NaN|25967.0|27485.0
 2016|56260|40-44|W|Triangle|VA|USA|40394|18417|2673|2656.0|5565.0|8533.0|11701.0|12384.0|14960.0|18315.0|NaN|25530.0|27423.0
 2016|52342|50-54|W|Oak Park|IL|USA|40393|18416|1171|2760.0|5693.0|8574.0|11609.0|12298.0|14840.0|18248.0|NaN|25583.0|27407.0
 2016|54493|30-34|W|Corona|CA|USA|40392|18415|3338|0.0|9947.0|12271.0|15564.0|16090.0|18253.0|20997.0|23660.0|26401.0|27402.0
 2016|55857|45-49|W|Chicago|IL|USA|40389|18414|1899|0.0|0.0|0.0|0.0|14757.0|16855.0|19718.0|22955.0|26172.0|27388.0
 2016|43774|40-44|W|New York|NY|USA|40388|18413|2672|2694.0|5747.0|8787.0|11867.0|12580.0|15152.0|18378.0|NaN|25682.0|27386.0
 2016|40391|40-44|W|Chicago|IL|USA|40387|18412|2671|0.0|0.0|0.0|0.0|0.0|0.0|20320.0|23288.0|26195.0|27379.0
 2016|50995|55-59|W|Western Springs|IL|USA|40385|18411|566|2396.0|5384.0|8269.0|11340.0|12052.0|14641.0|18115.0|NaN|25737.0|27365.0
 2016|52119|45-49|W|Countryside|IL|USA|40384|18410|1898|2912.0|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|27352.0
 2016|53345|60-64|W|Cordova|TN|USA|40383|18409|225|2921.0|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|27345.0
 2016|56542|25-29|W|Deerfield|IL|USA|40382|18408|3650|2405.0|5039.0|7742.0|10673.0|11407.0|13873.0|17245.0|NaN|25350.0|27325.0
 2016|51049|40-44|W|Tinley Park|IL|USA|40381|18407|2670|2732.0|5725.0|8822.0|NaN|12645.0|15220.0|18497.0|NaN|25694.0|27306.0
 2016|54358|30-34|W|Rockford|IL|USA|40379|18406|3337|2498.0|5199.0|7948.0|10919.0|11590.0|14226.0|17579.0|NaN|25580.0|27279.0
 2016|52055|50-54|W|Huntley|IL|USA|40378|18405|1170|2693.0|5669.0|8447.0|11514.0|12314.0|14961.0|18304.0|NaN|25668.0|27274.0
 2016|14034|25-29|W|Fort Worth|TX|USA|40376|18404|3649|2480.0|5399.0|8447.0|12005.0|12668.0|15190.0|18601.0|21992.0|25948.0|27251.0
 2016|44518|50-54|W|Chicago|IL|USA|40374|18403|1169|2464.0|5637.0|8631.0|11647.0|12378.0|14848.0|18160.0|NaN|25758.0|27205.0
 2016|54339|35-39|W|Hampton|GA|USA|40373|18402|3001|2784.0|5633.0|8592.0|11647.0|12338.0|15040.0|18457.0|NaN|25399.0|27202.0
 2016|54400|35-39|W|Raleigh|NC|USA|40372|18401|3000|2785.0|5634.0|8593.0|11649.0|12339.0|15042.0|18457.0|NaN|25401.0|27201.0
 2016|51927|35-39|W|Bridgeview|IL|USA|40371|18400|2999|2818.0|5696.0|8574.0|11510.0|12155.0|14640.0|18007.0|NaN|25185.0|27177.0
 2016|56792|25-29|W|Oak Forest|IL|USA|40370|18399|3648|2718.0|5570.0|8578.0|11713.0|12391.0|14926.0|18093.0|NaN|25185.0|27161.0
 2016|52441|70-74|W|Huntley|IL|USA|40369|18398|15|2827.0|5662.0|8518.0|NaN|12326.0|15365.0|18856.0|NaN|NaN|27156.0
 2016|53147|35-39|W|Severn|MD|USA|40365|18397|2998|2628.0|5765.0|8555.0|11521.0|12216.0|15180.0|18583.0|NaN|25617.0|27084.0
 2016|55933|30-34|W|Elgin|IL|USA|40362|18396|3336|2337.0|5070.0|8075.0|11354.0|12129.0|14558.0|17768.0|NaN|25282.0|27057.0
 2016|55269|25-29|W|Glendale Heights|IL|USA|40361|18395|3647|2413.0|5201.0|8206.0|11418.0|12120.0|14670.0|18093.0|NaN|25517.0|27036.0
 2016|55324|20-24|W|State College|PA|USA|40360|18394|1660|2567.0|5983.0|NaN|NaN|NaN|15363.0|18493.0|NaN|25458.0|27013.0
 2016|55743|35-39|W|Chicago|IL|USA|40358|18393|2997|2433.0|5351.0|8455.0|11930.0|12642.0|15230.0|18619.0|NaN|25522.0|26988.0
 2016|52533|50-54|W|Chicago|IL|USA|40357|18392|1168|3080.0|6016.0|9010.0|NaN|NaN|15547.0|18864.0|NaN|25598.0|26968.0
 2016|51363|30-34|W|Farmington|NY|USA|40355|18391|3335|2446.0|5464.0|8142.0|11490.0|12240.0|15013.0|18073.0|NaN|25265.0|26826.0
 2016|44326|30-34|W|Oak Forest|IL|USA|40354|18390|3334|2455.0|5464.0|8142.0|11491.0|12240.0|15012.0|18073.0|NaN|25264.0|26825.0
 2016|53785|40-44|W|Burbank|CA|USA|40353|18389|2669|2510.0|4993.0|7654.0|10615.0|11276.0|14027.0|18056.0|NaN|25302.0|26808.0
 2016|50751|35-39|W|Bolingbrook|IL|USA|40352|18388|2996|2908.0|5830.0|8841.0|12015.0|12712.0|15290.0|18606.0|NaN|25310.0|26806.0
 2016|41181|25-29|W|Chicago Ridge|IL|USA|40351|18387|3646|2300.0|4894.0|7716.0|10724.0|11386.0|14023.0|17500.0|NaN|25101.0|26802.0
 2016|29142|35-39|W|Bourbonnais|IL|USA|40350|18386|2995|2814.0|5748.0|8800.0|11893.0|12580.0|15142.0|18421.0|NaN|25350.0|26776.0
 2016|45015|45-49|W|Chicago|IL|USA|40348|18385|1897|2752.0|5671.0|8608.0|11953.0|NaN|15580.0|18494.0|NaN|25192.0|26762.0
 2016|51947|20-24|W|Kankakee|IL|USA|40346|18384|1659|2168.0|4741.0|7348.0|10216.0|11111.0|13846.0|17517.0|NaN|25255.0|26727.0
 2016|14958|55-59|W|Gurnee|IL|USA|40345|18383|565|2834.0|5803.0|8688.0|11800.0|12464.0|15008.0|18398.0|21960.0|25179.0|26725.0
 2016|52880|45-49|W|Chicago|IL|USA|40344|18382|1896|2471.0|5265.0|8268.0|11794.0|12483.0|15072.0|NaN|NaN|25267.0|26713.0
 2016|50809|50-54|W|Oak Lawn|IL|USA|40342|18381|1167|3113.0|6300.0|9245.0|12326.0|13002.0|15613.0|18696.0|NaN|25365.0|26694.0
 2016|52537|25-29|W|Huntington Beach|CA|USA|40341|18380|3645|2424.0|5465.0|8263.0|11255.0|11881.0|14301.0|17757.0|NaN|25223.0|26690.0
 2016|51428|45-49|W|Fort Wayne|IN|USA|40340|18379|1895|2596.0|5394.0|8446.0|11556.0|12257.0|14764.0|18034.0|NaN|25093.0|26686.0
 2016|56943|25-29|W|Hayward|CA|USA|40338|18378|3644|2508.0|5317.0|8156.0|11396.0|12431.0|14981.0|18298.0|NaN|25264.0|26677.0
 2016|53257|45-49|W|Kansas City|MO|USA|40337|18377|1894|2589.0|5479.0|8277.0|11464.0|12288.0|14865.0|18012.0|NaN|25071.0|26664.0
 2016|45103|40-44|W|Ottawa|IL|USA|40336|18376|2668|2945.0|6052.0|8936.0|11838.0|12491.0|14979.0|18042.0|NaN|25139.0|26642.0
 2016|50779|50-54|W|Naperville|IL|USA|40331|18375|1166|2853.0|6214.0|9155.0|12240.0|12940.0|15588.0|18587.0|NaN|25093.0|26607.0
 2016|56231|30-34|W|Crown Point|IN|USA|40328|18374|3333|2873.0|5828.0|8798.0|NaN|NaN|15356.0|18495.0|NaN|25178.0|26582.0
 2016|52775|50-54|W|Chicago|IL|USA|40327|18373|1165|2508.0|5521.0|8354.0|11274.0|11938.0|14773.0|18420.0|NaN|25222.0|26573.0
 2016|9612|30-34|W|Mexico City|DISTRITO FEDERAL|VEN|40326|18372|3332|2320.0|4886.0|7724.0|10850.0|11568.0|14258.0|17744.0|21308.0|25037.0|26514.0
 2016|43405|20-24|W|Chicago|Illinois|USA|40325|18371|1658|2372.0|5143.0|7982.0|10914.0|11566.0|14034.0|17288.0|NaN|24902.0|26497.0
 2016|51816|35-39|W|Cincinnati|OH|USA|40324|18370|2994|2390.0|5132.0|7831.0|10818.0|11495.0|13984.0|17422.0|NaN|24965.0|26496.0
 2016|47066|35-39|W|Chicago|IL|USA|40323|18369|2993|2707.0|5452.0|8277.0|11601.0|12268.0|14757.0|17979.0|21307.0|24981.0|26464.0
 2016|47142|25-29|W|Chicago|IL|USA|40321|18368|3643|2612.0|5208.0|8108.0|10903.0|11556.0|14640.0|17847.0|21488.0|24978.0|26462.0
 2016|54325|40-44|W|Chicago|IL|MEX|40319|18367|2667|2698.0|5444.0|8267.0|11591.0|12258.0|14747.0|17970.0|21296.0|24974.0|26455.0
 2016|37331|30-34|W|Elmhurst|IL|USA|40318|18366|3331|2461.0|5477.0|8268.0|11543.0|12303.0|14688.0|17947.0|NaN|24992.0|26454.0
 2016|49031|40-44|W|Keller||NEP|40316|18365|2666|2631.0|5455.0|8188.0|11086.0|11717.0|14157.0|17300.0|NaN|24781.0|26436.0
 2016|53777|30-34|W|Saltillo|Coahuila|MEX|40315|18364|3330|2794.0|5702.0|8757.0|11816.0|12525.0|15019.0|18446.0|NaN|24973.0|26435.0
 2016|56715|40-44|W|Keller|TX|USA|40314|18363|2665|2631.0|5455.0|8189.0|11086.0|11717.0|14157.0|17300.0|NaN|24780.0|26435.0
 2016|52501|40-44|W|Naperville|IL|USA|40311|18362|2664|2474.0|5014.0|7846.0|11135.0|11849.0|14557.0|17967.0|NaN|24905.0|26418.0
 2016|56143|40-44|W|Chicago|IL|USA|40306|18361|2663|2444.0|5012.0|7790.0|10857.0|11540.0|14283.0|17519.0|NaN|24837.0|26365.0
 2016|50814|60-64|W|Westchester|IL|USA|40304|18360|224|2773.0|5765.0|8742.0|11848.0|12553.0|15150.0|18162.0|NaN|24931.0|26332.0
 2016|20357|25-29|W|Ottawa|IL|USA|40302|18359|3642|2363.0|5110.0|7949.0|10849.0|11568.0|14292.0|17555.0|21312.0|24940.0|26325.0
 2016|52906|30-34|W|Chicago|IL|USA|40301|18358|3329|2493.0|5110.0|7855.0|11281.0|12016.0|14676.0|17951.0|NaN|24868.0|26314.0
 2016|47169|25-29|W|Oak Park|IL|USA|40300|18357|3641|2314.0|4607.0|6971.0|9711.0|10497.0|13080.0|16538.0|NaN|24205.0|26303.0
 2016|17899|35-39|W|San Francisco|CA|USA|40298|18356|2992|2520.0|5217.0|7938.0|10743.0|11383.0|13851.0|17169.0|20717.0|24433.0|26278.0
 2016|52219|30-34|W|Chicago|IL|USA|40297|18355|3328|2558.0|5198.0|7881.0|10992.0|11648.0|14283.0|17542.0|NaN|24702.0|26272.0
 2016|56914|30-34|W|Baraboo|WI|USA|40296|18354|3327|2386.0|4954.0|7665.0|10702.0|11390.0|13867.0|17257.0|NaN|24565.0|26268.0
