year|bib|age_group|gender|country|rank_gender|rank_age_group|5k|10k|15k|20k|half|25k|30k|35k|40k|finish
 2015|F7140|45-49|W|MEX|8910|1504|2556.0|6002.0|8960.0|11860.0|12570.0|14894.0|17795.0|20773.0|NaN|25284.0
 2015|F2966|40-44|W|USA|8909|1585|2373.0|5025.0|7884.0|11028.0|11717.0|14238.0|17342.0|20498.0|23821.0|25156.0
 2015|F6764|40-44|W|INA|8908|1584|2561.0|5473.0|8590.0|11471.0|12187.0|14497.0|17458.0|20459.0|23310.0|24637.0
 2015|F4823|55-59|W|GER|8907|496|2628.0|5344.0|8123.0|10936.0|11573.0|13894.0|17078.0|19995.0|23156.0|24471.0
 2015|F2770|35-39|W|COL|8906|1296|2591.0|5322.0|7956.0|10680.0|11324.0|13637.0|16759.0|19549.0|NaN|24275.0
 2015|F2152|55-59|W|FRA|8905|495|2295.0|4865.0|7622.0|10533.0|11181.0|13563.0|16620.0|19631.0|NaN|24246.0
 2015|F772|45-49|W|INA|8904|1503|2337.0|4894.0|7647.0|10389.0|11024.0|13400.0|16346.0|19394.0|NaN|24239.0
 2015|F11085|45-49|W|GBR|8903|1502|2207.0|4881.0|7721.0|10744.0|11364.0|13699.0|16718.0|19734.0|NaN|24235.0
 2015|F2172|45-49|W|HKG|8902|1501|2472.0|5012.0|7599.0|10498.0|11133.0|13542.0|16617.0|19441.0|NaN|24027.0
 2015|F4724|40-44|W|GBR|8901|1583|2442.0|4936.0|7648.0|10488.0|11158.0|13496.0|16410.0|19393.0|NaN|23938.0
 2015|F9375|65-69|W|NZL|8900|54|2244.0|4920.0|7463.0|10342.0|10993.0|13365.0|16436.0|19649.0|NaN|23934.0
 2015|F7002|55-59|W|CAN|8899|494|2082.0|4382.0|6736.0|9370.0|9986.0|12289.0|15577.0|19028.0|NaN|23906.0
 2015|F2258|H|W|GER|8898|1283|2223.0|4718.0|7338.0|10182.0|10842.0|13262.0|16421.0|19488.0|NaN|23823.0
 2015|F9211|45-49|W|GBR|8897|1500|2141.0|4471.0|7366.0|10591.0|11202.0|13696.0|16918.0|19926.0|22615.0|23732.0
 2015|F3382|45-49|W|GBR|8896|1499|2370.0|4807.0|7282.0|10141.0|10862.0|13231.0|16242.0|19233.0|NaN|23694.0
 2015|F3913|60-64|W|USA|8895|199|2361.0|4842.0|7518.0|10363.0|10979.0|13266.0|16167.0|NaN|NaN|23637.0
 2015|F485|45-49|W|GER|8894|1498|2673.0|5423.0|8074.0|10686.0|11268.0|13377.0|16217.0|19036.0|22154.0|23601.0
 2015|F10280|30-34|W|USA|8893|1338|2451.0|5242.0|7993.0|10736.0|11320.0|13535.0|16406.0|19244.0|NaN|23577.0
 2015|F4457|45-49|W|GER|8892|1497|2450.0|4998.0|7714.0|10543.0|11164.0|13403.0|16293.0|19249.0|22254.0|23551.0
 2015|F4665|40-44|W|FIN|8891|1582|2509.0|5390.0|8040.0|10798.0|11364.0|13594.0|16422.0|19294.0|22272.0|23534.0
 2015|F2184|30-34|W|TPE|8890|1337|1863.0|3959.0|6996.0|10280.0|11007.0|13164.0|16359.0|19488.0|22256.0|23524.0
 2015|F7337|45-49|W|GBR|8889|1496|2638.0|5311.0|8052.0|10815.0|11421.0|13619.0|16530.0|19411.0|NaN|23522.0
 2015|F11486|H|W|ARG|8888|1282|2199.0|4727.0|7554.0|10414.0|11019.0|13308.0|16247.0|19137.0|NaN|23492.0
 2015|F2421|35-39|W|GBR|8887|1295|2279.0|5127.0|7787.0|10727.0|11383.0|13786.0|16401.0|19213.0|22101.0|23452.0
 2015|F5388|H|W|KOR|8886|1281|2062.0|4436.0|6971.0|9639.0|10270.0|12556.0|15738.0|18868.0|NaN|23442.0
 2015|F12239|35-39|W|TUR|8885|1294|1936.0|4090.0|6977.0|9878.0|10538.0|12912.0|16062.0|18998.0|22227.0|23434.0
 2015|F11216|50-54|W|ITA|8884|1106|2791.0|5758.0|8335.0|10718.0|11391.0|13415.0|16061.0|19078.0|22198.0|23405.0
 2015|F4796|60-64|W|GER|8883|198|2375.0|4825.0|7394.0|10076.0|10664.0|12950.0|16026.0|19132.0|NaN|23400.0
 2015|F640|45-49|W|VEN|8882|1495|2126.0|4325.0|7634.0|10734.0|11247.0|13425.0|16283.0|19961.0|NaN|23386.0
 2015|F10194|35-39|W|INA|8881|1293|2286.0|5037.0|7686.0|10492.0|11144.0|13450.0|16340.0|NaN|NaN|23384.0
 2015|F6587|35-39|W|GER|8880|1292|2240.0|4544.0|6911.0|9585.0|10508.0|12862.0|16156.0|19200.0|22123.0|23373.0
 2015|F12253|40-44|W|CHN|8879|1581|2128.0|4384.0|6872.0|9697.0|10317.0|12615.0|15700.0|18826.0|22075.0|23348.0
 2015|F2699|40-44|W|ESP|8878|1580|2142.0|4835.0|7716.0|10431.0|11056.0|13354.0|16233.0|19317.0|22096.0|23327.0
 2015|F240|50-54|W|GER|8877|1105|1554.0|3393.0|5367.0|7627.0|8280.0|11085.0|14616.0|18116.0|21576.0|23302.0
 2015|F2223|30-34|W|CHN|8876|1336|2405.0|4965.0|7553.0|10314.0|10969.0|13340.0|16420.0|19264.0|22135.0|23288.0
 2015|F1409|30-34|W|MAS|8875|1335|2200.0|4728.0|7403.0|10229.0|10856.0|13177.0|16146.0|19141.0|22001.0|23267.0
 2015|F3494|H|W|USA|8874|1280|2712.0|5403.0|7952.0|10643.0|11303.0|13472.0|16194.0|19045.0|21897.0|23221.0
 2015|F5321|45-49|W|GER|8873|1494|2334.0|5021.0|7661.0|10302.0|11026.0|13416.0|16231.0|19015.0|21969.0|23188.0
 2015|F12284|50-54|W|GER|8872|1104|2408.0|4820.0|7341.0|10041.0|10647.0|12927.0|15836.0|18875.0|21943.0|23159.0
 2015|F12026|40-44|W|GBR|8871|1579|2393.0|4856.0|7358.0|10013.0|10648.0|13116.0|16338.0|19346.0|22035.0|23153.0
 2015|F6029|35-39|W|GER|8870|1291|2452.0|5105.0|7750.0|10411.0|10991.0|13226.0|15943.0|18831.0|21895.0|23117.0
 2015|F983|35-39|W|GER|8869|1290|2452.0|5105.0|7750.0|10411.0|10991.0|13227.0|15943.0|18831.0|21895.0|23117.0
 2015|F253|60-64|W|GER|8868|197|2234.0|4640.0|7182.0|10026.0|10618.0|12936.0|15863.0|18806.0|21891.0|23108.0
 2015|F3395|30-34|W|GER|8867|1334|2408.0|4652.0|7259.0|10191.0|10898.0|13320.0|16287.0|18983.0|21797.0|23091.0
 2015|F5083|35-39|W|TPE|8866|1289|2296.0|5042.0|7742.0|10495.0|11092.0|13544.0|16511.0|19184.0|21965.0|23082.0
 2015|F11573|50-54|W|NOR|8865|1103|2310.0|5083.0|7472.0|9941.0|10564.0|12583.0|15404.0|18385.0|21656.0|23078.0
 2015|F11709|60-64|W|GER|8864|196|2170.0|4769.0|7310.0|10004.0|10614.0|12792.0|15815.0|18738.0|21822.0|23066.0
 2015|F3927|50-54|W|GER|8863|1102|2581.0|5260.0|7983.0|10563.0|11175.0|13362.0|16153.0|18906.0|21841.0|23050.0
 2015|F913|40-44|W|USA|8862|1578|2337.0|4945.0|7531.0|10199.0|10781.0|13148.0|16181.0|19069.0|21880.0|23035.0
 2015|F10325|H|W|DEN|8861|1279|2269.0|4564.0|7244.0|9569.0|10186.0|12207.0|15643.0|18892.0|21879.0|23035.0
 2015|F7097|30-34|W|USA|8860|1333|2006.0|4558.0|7227.0|10243.0|10925.0|13320.0|16337.0|19108.0|21823.0|23024.0
 2015|F7983|35-39|W|GER|8859|1288|2339.0|4856.0|7452.0|10081.0|10665.0|12957.0|15998.0|18790.0|21697.0|22941.0
 2015|F4475|45-49|W|GER|8858|1493|2453.0|5019.0|7616.0|10257.0|10831.0|13092.0|15896.0|18823.0|21773.0|22921.0
 2015|F7803|H|W|GER|8857|1278|2019.0|4108.0|6651.0|11559.0|12331.0|14408.0|17043.0|19384.0|21908.0|22918.0
 2015|F5015|30-34|W|GER|8856|1332|2390.0|5072.0|7653.0|10263.0|10777.0|12985.0|15768.0|18619.0|21732.0|22908.0
 2015|F12319|65-69|W|GER|8855|53|2404.0|4926.0|7511.0|10151.0|10723.0|12825.0|15740.0|18682.0|21627.0|22898.0
 2015|F2186|30-34|W|TPE|8854|1331|2252.0|4560.0|6967.0|9682.0|10298.0|12696.0|15986.0|18795.0|21683.0|22888.0
 2015|F7945|50-54|W|ESP|8853|1101|2131.0|4342.0|6600.0|9321.0|9963.0|12296.0|15388.0|18453.0|21561.0|22882.0
 2015|F5087|H|W|USA|8852|1277|2295.0|4684.0|7274.0|10038.0|10641.0|12978.0|15923.0|18812.0|21711.0|22849.0
 2015|F8010|50-54|W|HKG|8851|1100|2213.0|4866.0|7398.0|9784.0|10307.0|12664.0|15532.0|18384.0|21487.0|22827.0
 2015|F1837|45-49|W|USA|8850|1492|2347.0|4947.0|7657.0|10330.0|10985.0|13129.0|15920.0|18792.0|21702.0|22814.0
 2015|F1833|50-54|W|USA|8849|1099|2346.0|4947.0|7657.0|10330.0|10985.0|13129.0|15919.0|18792.0|21702.0|22814.0
 2015|F10299|50-54|W|BRA|8848|1098|2565.0|5251.0|7890.0|10661.0|11272.0|13449.0|16156.0|18920.0|21688.0|22813.0
 2015|F9829|55-59|W|GER|8847|493|2345.0|4846.0|7496.0|10310.0|11187.0|13374.0|16133.0|18919.0|21658.0|22810.0
 2015|F4142|35-39|W|GER|8846|1287|2395.0|4910.0|7422.0|9705.0|10254.0|12255.0|15179.0|18191.0|21431.0|22771.0
 2015|F2477|40-44|W|GBR|8844|1577|2450.0|5069.0|7670.0|10454.0|11147.0|13215.0|15879.0|18681.0|21579.0|22769.0
 2015|F5135|35-39|W|GBR|8844|1286|2450.0|5069.0|7670.0|10454.0|11148.0|13215.0|15878.0|18681.0|21579.0|22769.0
 2015|F8815|35-39|W|ESP|8843|1285|2344.0|4880.0|7673.0|10621.0|11204.0|13326.0|16077.0|18833.0|21644.0|22769.0
 2015|F4944|60-64|W|GER|8842|195|2050.0|4441.0|7019.0|9704.0|10309.0|12461.0|15446.0|18387.0|21501.0|22761.0
 2015|F11618|30-34|W|GER|8841|1330|2063.0|4146.0|6139.0|8026.0|8426.0|9942.0|12928.0|17928.0|NaN|22755.0
 2015|F7918|45-49|W|GER|8840|1491|2448.0|5016.0|7558.0|10140.0|10707.0|12816.0|15545.0|18469.0|21481.0|22754.0
 2015|F2064|40-44|W|CHN|8839|1576|2145.0|4333.0|6847.0|9433.0|10019.0|12435.0|15996.0|18666.0|21630.0|22748.0
 2015|F6797|40-44|W|CHN|8838|1575|2070.0|4266.0|6469.0|8794.0|9379.0|11661.0|15155.0|18731.0|21693.0|22747.0
 2015|F4037|60-64|W|GER|8837|194|2381.0|4885.0|7492.0|10191.0|10798.0|12950.0|15723.0|18594.0|21544.0|22738.0
 2015|F1996|35-39|W|RUS|8836|1284|2009.0|4371.0|7242.0|9739.0|10328.0|12467.0|15819.0|18486.0|21584.0|22737.0
 2015|F8439|35-39|W|GER|8835|1283|2141.0|4435.0|6747.0|9429.0|10167.0|12735.0|15249.0|18602.0|21731.0|22699.0
 2015|F11694|40-44|W|CHN|8834|1574|2167.0|4845.0|7225.0|9690.0|10315.0|12481.0|15890.0|18900.0|21795.0|22689.0
 2015|F8972|55-59|W|FIN|8833|492|2461.0|5216.0|7810.0|10487.0|11025.0|13261.0|15962.0|18707.0|21485.0|22684.0
 2015|F6786|30-34|W|CHN|8832|1329|2352.0|4910.0|7416.0|10059.0|10705.0|12971.0|15848.0|18884.0|21691.0|22671.0
 2015|F3307|H|W|GBR|8831|1276|1898.0|3942.0|6379.0|8720.0|9506.0|11601.0|14677.0|17866.0|21312.0|22652.0
 2015|F1248|35-39|W|MEX|8830|1282|2100.0|4564.0|7323.0|10531.0|11248.0|13324.0|16046.0|18757.0|21452.0|22642.0
 2015|F7181|40-44|W|CHN|8829|1573|1959.0|4146.0|6420.0|9446.0|10259.0|12352.0|15477.0|18199.0|21493.0|22637.0
 2015|F1226|H|W|CAN|8828|1275|1979.0|4316.0|6931.0|9727.0|10337.0|12664.0|15653.0|18527.0|21557.0|22633.0
 2015|F396|55-59|W|GER|8827|491|2243.0|4759.0|7463.0|10271.0|10881.0|13190.0|15922.0|18685.0|21454.0|22630.0
 2015|F7559|35-39|W|MEX|8826|1281|2140.0|4752.0|7270.0|9886.0|10489.0|12770.0|15603.0|18610.0|21606.0|22629.0
 2015|F7020|45-49|W|IRL|8825|1490|2695.0|5595.0|8155.0|10740.0|11308.0|13347.0|15982.0|18647.0|21407.0|22581.0
 2015|F7516|40-44|W|FRA|8824|1572|2042.0|4386.0|6818.0|9441.0|10051.0|12177.0|15060.0|18278.0|21406.0|22581.0
 2015|F10339|35-39|W|THA|8823|1280|2020.0|4275.0|6650.0|9101.0|9669.0|11776.0|15088.0|18013.0|21286.0|22570.0
 2015|F986|55-59|W|SUI|8822|490|1976.0|4128.0|6389.0|9186.0|9802.0|12051.0|15041.0|18145.0|21221.0|22570.0
 2015|F12151|30-34|W|CHN|8821|1328|2390.0|4722.0|7000.0|9375.0|9930.0|11955.0|14964.0|18063.0|21327.0|22551.0
 2015|F10768|50-54|W|USA|8820|1097|2188.0|4473.0|6930.0|9593.0|10191.0|12513.0|15472.0|18303.0|21288.0|22533.0
 2015|F11913|50-54|W|GBR|8819|1096|2271.0|4968.0|7577.0|10222.0|10793.0|12895.0|15661.0|18448.0|21332.0|22530.0
 2015|F12315|40-44|W|CHN|8818|1571|2067.0|4477.0|6855.0|9317.0|9955.0|12909.0|15785.0|18651.0|21436.0|22526.0
 2015|F12109|45-49|W|USA|8817|1489|2068.0|4390.0|6886.0|9571.0|10167.0|12489.0|15492.0|18428.0|21389.0|22524.0
 2015|F4136|35-39|W|USA|8816|1279|2236.0|4655.0|7231.0|10002.0|10703.0|12945.0|15780.0|18490.0|21386.0|22505.0
 2015|F11092|65-69|W|GBR|8815|52|2489.0|5039.0|7628.0|10268.0|10847.0|12975.0|15716.0|18482.0|21323.0|22497.0
 2015|F11923|45-49|W|GER|8814|1488|2347.0|4909.0|7495.0|10135.0|10722.0|12843.0|15589.0|18403.0|21276.0|22482.0
 2015|F102|75-79|W|GER|8813|8|2501.0|5091.0|7664.0|10264.0|10881.0|13038.0|15692.0|18321.0|21319.0|22481.0
 2015|F6281|50-54|W|GER|8812|1095|2174.0|4414.0|6777.0|9363.0|9966.0|12199.0|15116.0|17907.0|21022.0|22478.0
 2015|F4207|45-49|W|GER|8811|1487|2378.0|4843.0|7365.0|9998.0|10542.0|12675.0|15450.0|18291.0|21274.0|22471.0
 2015|F10038|55-59|W|GER|8810|489|2081.0|4322.0|6652.0|9097.0|9632.0|11685.0|14406.0|17723.0|21046.0|22458.0
 2015|F5084|40-44|W|CHN|8809|1570|2416.0|5107.0|7858.0|10480.0|11036.0|12892.0|15447.0|18245.0|21208.0|22454.0
 2015|F2236|45-49|W|CHN|8808|1486|2416.0|5107.0|7858.0|10481.0|11035.0|12890.0|15437.0|18244.0|21209.0|22454.0
 2015|F907|35-39|W|CRC|8807|1278|2130.0|4289.0|6732.0|9131.0|9710.0|11723.0|14641.0|17904.0|21160.0|22441.0
 2015|F6688|45-49|W|TPE|8806|1485|2187.0|4599.0|7168.0|9571.0|10252.0|12361.0|15507.0|18325.0|21282.0|22441.0
 2015|F7753|50-54|W|GBR|8804|1093|2604.0|5207.0|7791.0|10341.0|10901.0|13100.0|15898.0|18625.0|21327.0|22440.0
 2015|F809|50-54|W|GBR|8804|1093|2604.0|5209.0|7790.0|10338.0|10901.0|13100.0|15898.0|18626.0|21327.0|22440.0
 2015|F2844|55-59|W|GBR|8803|488|2605.0|5208.0|7790.0|10338.0|10906.0|13102.0|15898.0|18626.0|21327.0|22440.0
 2015|F4851|H|W|GER|8802|1274|2156.0|4945.0|7291.0|9813.0|10477.0|12592.0|15419.0|18438.0|21350.0|22438.0
 2015|F9389|55-59|W|CRC|8801|487|2243.0|4711.0|7295.0|9849.0|10431.0|12638.0|15344.0|18190.0|21137.0|22419.0
 2015|F1724|30-34|W|GER|8800|1327|2162.0|4496.0|6949.0|9558.0|10158.0|12439.0|15240.0|18136.0|21155.0|22412.0
 2015|F6610|H|W|MEX|8799|1273|2318.0|4994.0|7597.0|10199.0|11023.0|13062.0|15673.0|18266.0|21273.0|22410.0
 2015|F8640|45-49|W|GER|8798|1484|2369.0|4878.0|7394.0|10008.0|10590.0|12694.0|15457.0|18264.0|21178.0|22405.0
 2015|F4399|60-64|W|NOR|8797|193|2353.0|4784.0|7275.0|9759.0|10350.0|12538.0|15373.0|18158.0|21211.0|22404.0
 2015|F1959|45-49|W|GER|8796|1483|2168.0|4447.0|6886.0|9228.0|9780.0|12020.0|14919.0|18011.0|21097.0|22399.0
 2015|F3996|H|W|MEX|8795|1272|2107.0|4333.0|7376.0|9902.0|10454.0|12791.0|16353.0|18631.0|21303.0|22389.0
 2015|F8604|45-49|W|DEN|8794|1482|2280.0|4694.0|7186.0|9841.0|10468.0|12717.0|15633.0|18341.0|21166.0|22351.0
 2015|F2274|50-54|W|HKG|8793|1092|2024.0|4044.0|6179.0|8589.0|9284.0|11549.0|14505.0|17701.0|21091.0|22347.0
 2015|F7347|30-34|W|GBR|8792|1326|2304.0|4626.0|7037.0|9545.0|10091.0|12120.0|15051.0|17956.0|21035.0|22320.0
 2015|F7137|H|W|GBR|8791|1271|2206.0|4511.0|7327.0|10244.0|10740.0|12785.0|15676.0|18625.0|21309.0|22300.0
 2015|F4976|35-39|W|DEN|8790|1277|2122.0|4380.0|6916.0|9372.0|9912.0|12113.0|14928.0|17794.0|20991.0|22300.0
 2015|F1047|45-49|W|MEX|8789|1481|2259.0|4957.0|7380.0|9691.0|10296.0|12477.0|15232.0|18610.0|21248.0|22298.0
 2015|F8544|60-64|W|GBR|8788|192|2637.0|5310.0|8050.0|10815.0|11419.0|13617.0|16189.0|18627.0|21167.0|22267.0
 2015|F5813|45-49|W|GBR|8787|1480|2604.0|5209.0|7790.0|10342.0|10901.0|13101.0|15898.0|18625.0|21168.0|22267.0
 2015|F5120|40-44|W|FIN|8786|1569|2313.0|4750.0|7200.0|10003.0|10698.0|12768.0|16087.0|18605.0|21148.0|22261.0
 2015|F9156|30-34|W|GER|8785|1325|2108.0|4459.0|6981.0|9784.0|10414.0|12550.0|15247.0|18016.0|21032.0|22245.0
 2015|F3711|30-34|W|CHN|8784|1324|2106.0|4519.0|7072.0|9714.0|10280.0|12528.0|15496.0|18201.0|21031.0|22243.0
 2015|F690|30-34|W|USA|8783|1323|2317.0|4702.0|7081.0|9534.0|10080.0|12080.0|15119.0|17984.0|20991.0|22237.0
 2015|F2269|35-39|W|GER|8782|1276|2295.0|4684.0|7275.0|10038.0|10641.0|12558.0|15210.0|17992.0|21087.0|22236.0
 2015|F9088|50-54|W|ARG|8781|1091|2277.0|4612.0|7005.0|9765.0|10374.0|12602.0|15268.0|18075.0|21014.0|22234.0
 2015|F12454||W|GER|8780|0|2117.0|4287.0|6464.0|8743.0|9423.0|11441.0|14350.0|17616.0|20837.0|22232.0
 2015|F1603|40-44|W|GER|8779|1568|2132.0|4981.0|7576.0|10250.0|10819.0|12954.0|15627.0|18453.0|21214.0|22229.0
 2015|F2436|60-64|W|USA|8778|191|2386.0|4904.0|7303.0|9832.0|10575.0|12543.0|15737.0|18006.0|21177.0|22228.0
 2015|F4577|50-54|W|GER|8777|1090|2451.0|5104.0|7749.0|10410.0|10991.0|13220.0|15942.0|18758.0|21155.0|22220.0
 2015|F5366|45-49|W|USA|8776|1479|2328.0|4999.0|7782.0|10312.0|10894.0|12976.0|15674.0|18347.0|21136.0|22219.0
 2015|F2189|35-39|W|TPE|8775|1275|2156.0|4397.0|6660.0|9328.0|9882.0|12094.0|14891.0|17600.0|20746.0|22198.0
 2015|F9718|45-49|W|GER|8774|1478|1952.0|4013.0|6282.0|8874.0|9463.0|11807.0|14846.0|17770.0|20891.0|22198.0
 2015|F320|75-79|W|DEN|8773|7|2202.0|4670.0|7137.0|9688.0|10255.0|12450.0|15183.0|18098.0|21022.0|22191.0
 2015|F3963|30-34|W|INA|8772|1322|2103.0|4585.0|6878.0|9340.0|9964.0|12088.0|15180.0|18140.0|21071.0|22185.0
 2015|F5071|40-44|W|TPE|8771|1567|2099.0|4596.0|7288.0|9898.0|10493.0|12720.0|15551.0|18226.0|21030.0|22183.0
 2015|F11124|45-49|W|FIN|8770|1477|2425.0|5203.0|7867.0|10582.0|11199.0|13263.0|15882.0|18539.0|21106.0|22171.0
 2015|F7511|50-54|W|GER|8769|1089|2375.0|4897.0|7459.0|9973.0|10593.0|12701.0|15486.0|18285.0|21040.0|22162.0
 2015|F1340|55-59|W|GER|8768|486|2188.0|4512.0|6895.0|9422.0|9986.0|12180.0|14971.0|17867.0|20953.0|22161.0
 2015|F7414|50-54|W|NED|8767|1088|1895.0|3917.0|5907.0|8032.0|8503.0|10818.0|14910.0|17846.0|20877.0|22157.0
 2015|F2761|40-44|W|INA|8766|1566|2168.0|4463.0|6758.0|9203.0|9784.0|11871.0|15010.0|17781.0|20839.0|22155.0
 2015|F10161|30-34|W|GBR|8765|1321|1961.0|4094.0|6321.0|8899.0|9424.0|11642.0|15039.0|17844.0|20946.0|22137.0
 2015|F8213|45-49|W|GER|8764|1476|2200.0|4513.0|7162.0|9646.0|10202.0|12352.0|15278.0|18072.0|20961.0|22132.0
 2015|F1561|30-34|W|GER|8762|1320|2368.0|4841.0|7350.0|10021.0|10717.0|13090.0|15974.0|18458.0|21024.0|22122.0
 2015|F2483|55-59|W|GER|8762|485|2252.0|4614.0|7088.0|9722.0|10306.0|12446.0|15283.0|17986.0|20932.0|22122.0
 2015|F11719|40-44|W|GER|8761|1565|2142.0|4457.0|6816.0|9174.0|9722.0|11678.0|14582.0|17737.0|20880.0|22121.0
 2015|F1241|30-34|W|GBR|8760|1319|2345.0|4730.0|7202.0|9735.0|10454.0|12547.0|15308.0|18054.0|20953.0|22106.0
 2015|F1747|45-49|W|USA|8759|1475|2118.0|4488.0|6965.0|9743.0|10442.0|12632.0|15416.0|18258.0|21040.0|22085.0
 2015|F3161|50-54|W|GER|8758|1087|2552.0|5123.0|7741.0|10369.0|10951.0|13091.0|15722.0|18356.0|21000.0|22084.0
 2015|F10573|H|W|USA|8757|1270|2093.0|4360.0|6684.0|9197.0|9802.0|11931.0|14856.0|17863.0|20865.0|22081.0
 2015|F12331|45-49|W|CHN|8756|1474|2141.0|4466.0|6798.0|9390.0|10080.0|12270.0|15299.0|18200.0|20974.0|22078.0
 2015|F1308|55-59|W|GER|8755|484|2002.0|4176.0|6502.0|9021.0|9557.0|11927.0|14964.0|18061.0|20951.0|22072.0
 2015|F1646|50-54|W|GER|8754|1086|2313.0|4691.0|7271.0|9875.0|10426.0|12216.0|14935.0|17936.0|20870.0|22072.0
 2015|F8900|30-34|W|GBR|8753|1318|2311.0|4694.0|7273.0|9838.0|10354.0|12521.0|15169.0|18040.0|20958.0|22071.0
 2015|F10113|50-54|W|GBR|8752|1085|2062.0|4170.0|6330.0|8914.0|9565.0|11939.0|15209.0|17932.0|20968.0|22070.0
 2015|F11498|40-44|W|DEN|8751|1564|2590.0|5145.0|7706.0|10347.0|10833.0|12904.0|15613.0|18177.0|20946.0|22064.0
 2015|F3495|H|W|GBR|8750|1269|2121.0|4418.0|6756.0|9319.0|9955.0|12027.0|15038.0|17840.0|20768.0|22043.0
 2015|F12147|H|W|TPE|8749|1268|1672.0|3393.0|5401.0|8372.0|9047.0|11592.0|14576.0|17647.0|20808.0|22030.0
 2015|F1778|30-34|W|VEN|8748|1317|2086.0|4134.0|6231.0|8328.0|8798.0|10666.0|13668.0|16810.0|20446.0|22023.0
 2015|F9761|50-54|W|GER|8747|1084|2083.0|4313.0|6598.0|9889.0|10417.0|12369.0|15455.0|18115.0|20912.0|22010.0
 2015|F12539|35-39|W|POL|8746|1274|2421.0|4857.0|7271.0|9728.0|10324.0|12461.0|15190.0|17971.0|20818.0|22006.0
 2015|F12346|50-54|W|CHN|8745|1083|2127.0|4381.0|6767.0|9343.0|9939.0|12138.0|14882.0|17782.0|20787.0|22000.0
 2015|F12511|50-54|W|CHN|8744|1082|1864.0|3973.0|6343.0|9097.0|9670.0|11918.0|14813.0|17641.0|20644.0|21999.0
 2015|F6774|40-44|W|RUS|8743|1563|2139.0|4693.0|7192.0|9997.0|10563.0|12650.0|15427.0|18174.0|20826.0|21998.0
 2015|F5287|35-39|W|SRB|8742|1273|2074.0|4495.0|6877.0|9565.0|10260.0|12352.0|15216.0|18015.0|20796.0|21987.0
 2015|F1511|60-64|W|GER|8741|190|2401.0|4907.0|7356.0|9876.0|10411.0|12446.0|15136.0|17851.0|20771.0|21987.0
 2015|F255|55-59|W|GER|8740|483|2316.0|4776.0|7278.0|9803.0|10338.0|12545.0|15242.0|17977.0|20858.0|21986.0
 2015|F7744|40-44|W|BRA|8739|1562|2500.0|5059.0|7532.0|9963.0|10602.0|12510.0|14911.0|17901.0|20737.0|21984.0
 2015|F3240|70-74|W|USA|8738|18|2419.0|5182.0|7669.0|10226.0|10820.0|12716.0|15234.0|17829.0|20636.0|21981.0
 2015|F9362|40-44|W|GER|8737|1561|2286.0|4567.0|7057.0|9703.0|10256.0|12400.0|15118.0|17961.0|20815.0|21978.0
 2015|F7634|50-54|W|ISR|8736|1081|2360.0|4825.0|7315.0|9883.0|10388.0|12421.0|15102.0|17986.0|20898.0|21952.0
 2015|F5955|30-34|W|USA|8735|1316|2237.0|4614.0|7004.0|9493.0|10073.0|12172.0|14938.0|17877.0|20751.0|21952.0
 2015|F6208|50-54|W|GER|8734|1080|2350.0|4807.0|7309.0|9892.0|10468.0|12617.0|15322.0|18017.0|20809.0|21952.0
 2015|F11015|H|W|GBR|8733|1267|2216.0|4478.0|7018.0|9683.0|10224.0|12269.0|14989.0|17948.0|20776.0|21950.0
 2015|F6863|60-64|W|BEL|8732|189|2202.0|4781.0|7235.0|9721.0|10334.0|12406.0|15126.0|17962.0|20736.0|21938.0
 2015|F3425|35-39|W|INA|8731|1272|2381.0|4829.0|7317.0|9912.0|10468.0|12586.0|15328.0|18040.0|20778.0|21937.0
 2015|F4253|H|W|MEX|8730|1266|1824.0|3658.0|5564.0|7612.0|8103.0|10009.0|12996.0|16402.0|20561.0|21937.0
 2015|F10544|35-39|W|GER|8729|1271|2000.0|4029.0|6236.0|8611.0|9104.0|11361.0|14560.0|17547.0|20834.0|21936.0
 2015|F1998|40-44|W|GBR|8728|1560|2386.0|4985.0|7544.0|10050.0|10637.0|12690.0|15342.0|18025.0|20803.0|21935.0
 2015|F832|50-54|W|GER|8727|1079|2469.0|4939.0|7532.0|10136.0|10709.0|12778.0|15459.0|18086.0|20768.0|21932.0
 2015|F9435|35-39|W|DEN|8726|1270|2040.0|4188.0|6391.0|8973.0|9516.0|11430.0|14076.0|17088.0|20500.0|21911.0
 2015|F10777|35-39|W|GER|8725|1269|2394.0|4910.0|7422.0|9933.0|10495.0|12581.0|15355.0|18080.0|20744.0|21906.0
 2015|F6617|H|W|USA|8724|1265|2435.0|4886.0|7500.0|10061.0|10599.0|12510.0|15175.0|18013.0|20783.0|21890.0
 2015|F8057|30-34|W|DEN|8723|1315|2277.0|4672.0|7350.0|9948.0|10486.0|12626.0|15353.0|18043.0|20766.0|21890.0
 2015|F8053|60-64|W|DEN|8722|188|2277.0|4672.0|7350.0|9948.0|10478.0|12637.0|15352.0|18043.0|20766.0|21890.0
 2015|F8791|35-39|W|USA|8721|1268|2176.0|4695.0|7164.0|9596.0|10338.0|12374.0|15082.0|17840.0|20791.0|21874.0
 2015|F5202|H|W|ITA|8720|1264|2120.0|4298.0|6582.0|8710.0|9317.0|11558.0|14543.0|17574.0|20591.0|21864.0
