year|bib|age_group|gender|country|rank_gender|rank_age_group|5k|10k|15k|20k|half|25k|30k|35k|40k|finish
 2015|F3446|30-34|W|GER|6655|1066|1877.0|3783.0|5709.0|7673.0|8092.0|9735.0|11957.0|14277.0|16579.0|17542.0
 2015|F5312|H|W|GER|6654|999|2235.0|4437.0|6487.0|8555.0|8995.0|10613.0|12706.0|14714.0|16748.0|17542.0
 2015|F6557|50-54|W|SIN|6653|764|1988.0|4017.0|5984.0|7948.0|8382.0|10001.0|12314.0|14485.0|16645.0|17541.0
 2015|F3702|55-59|W|BRA|6652|304|1890.0|3853.0|5845.0|7885.0|8328.0|10016.0|12197.0|14351.0|16583.0|17541.0
 2015|F1381|55-59|W|GER|6651|303|1943.0|3938.0|5937.0|7950.0|8385.0|9972.0|12266.0|14430.0|16624.0|17539.0
 2015|F5436|35-39|W|GBR|6650|988|1939.0|3928.0|5930.0|7940.0|8382.0|10108.0|12260.0|14415.0|16573.0|17539.0
 2015|F3603|H|W|GER|6649|998|1980.0|3945.0|5894.0|7844.0|8279.0|9874.0|11912.0|14176.0|16566.0|17537.0
 2015|F1396|40-44|W|GER|6648|1254|1880.0|3823.0|5772.0|7752.0|8187.0|10036.0|12080.0|14308.0|16544.0|17536.0
 2015|F8637|60-64|W|GER|6647|98|1861.0|3786.0|5784.0|7766.0|8197.0|9822.0|12001.0|14217.0|16566.0|17536.0
 2015|F9489|35-39|W|GER|6646|987|1944.0|3873.0|5794.0|7819.0|8258.0|9970.0|12151.0|14355.0|16611.0|17536.0
 2015|F8683|H|W|ESP|6644|997|1770.0|3593.0|5436.0|7344.0|7771.0|9413.0|11833.0|14065.0|16477.0|17536.0
 2015|F2420|30-34|W|AUS|6644|1065|1918.0|3906.0|5953.0|7939.0|8370.0|9958.0|12320.0|14453.0|16593.0|17536.0
 2015|F7717|40-44|W|NZL|6643|1253|1993.0|4037.0|6103.0|8247.0|8706.0|10342.0|12497.0|14682.0|16656.0|17532.0
 2015|F7132|45-49|W|GER|6642|1140|1952.0|3814.0|5733.0|7696.0|8102.0|9842.0|11905.0|14073.0|16522.0|17530.0
 2015|F11376|50-54|W|FRA|6641|763|2022.0|3926.0|6114.0|8047.0|8459.0|10052.0|12091.0|14247.0|16492.0|17528.0
 2015|F4057|H|W|POL|6640|996|2087.0|4212.0|6322.0|8448.0|8916.0|10541.0|12626.0|14698.0|16715.0|17525.0
 2015|F367|35-39|W|GER|6639|986|1842.0|3773.0|5613.0|7512.0|7919.0|9547.0|11658.0|13811.0|16445.0|17523.0
 2015|F11194|30-34|W|COL|6638|1064|1968.0|3962.0|6061.0|8105.0|8557.0|10221.0|12333.0|14402.0|16603.0|17522.0
 2015|F6410|50-54|W|GER|6637|762|1878.0|3827.0|5815.0|7850.0|8300.0|9996.0|12164.0|14350.0|16571.0|17519.0
 2015|F2965|35-39|W|GER|6636|985|1820.0|3785.0|5758.0|7740.0|8167.0|9849.0|12117.0|14313.0|16605.0|17517.0
 2015|F12378|45-49|W|GER|6635|1139|1996.0|4000.0|6034.0|8038.0|8477.0|10077.0|12211.0|14326.0|16558.0|17517.0
 2015|F6599|60-64|W|SWE|6634|97|1853.0|3814.0|5774.0|7840.0|8299.0|9815.0|11858.0|14135.0|16477.0|17516.0
 2015|F890|50-54|W|FRA|6633|761|1836.0|3755.0|5704.0|7648.0|8082.0|9719.0|11961.0|14204.0|16538.0|17512.0
 2015|F8942|50-54|W|GER|6632|760|1980.0|3989.0|6011.0|8035.0|8470.0|10117.0|12285.0|14427.0|16559.0|17512.0
 2015|F1509|50-54|W|GER|6631|759|1739.0|3611.0|5661.0|7696.0|8125.0|9827.0|12091.0|14272.0|16545.0|17512.0
 2015|F7962|45-49|W|GER|6630|1138|1984.0|3982.0|5955.0|7973.0|8407.0|10013.0|12162.0|14304.0|16556.0|17512.0
 2015|F2508|35-39|W|CHN|6629|984|2006.0|4018.0|6050.0|8062.0|8576.0|10349.0|12537.0|14647.0|16695.0|17510.0
 2015|F3031|50-54|W|SUI|6628|758|1979.0|4078.0|6132.0|8172.0|8609.0|10254.0|12385.0|14466.0|16607.0|17510.0
 2015|F10409|30-34|W|GBR|6627|1063|1885.0|4088.0|6184.0|8177.0|8564.0|10169.0|12232.0|14397.0|16675.0|17509.0
 2015|F11348|35-39|W|USA|6626|983|1873.0|3862.0|5856.0|8056.0|8495.0|10194.0|12319.0|14415.0|16554.0|17509.0
 2015|F3572|45-49|W|USA|6625|1137|2018.0|4090.0|6194.0|8271.0|8726.0|10378.0|12452.0|14576.0|16628.0|17507.0
 2015|F6118|65-69|W|GER|6624|21|1934.0|3889.0|5857.0|7790.0|8240.0|9831.0|11872.0|13912.0|16649.0|17506.0
 2015|F10750|35-39|W|ITA|6623|982|2010.0|4332.0|6313.0|8327.0|8765.0|10358.0|12406.0|14451.0|16627.0|17505.0
 2015|F264|50-54|W|GER|6622|757|2054.0|4097.0|6170.0|8148.0|8579.0|10204.0|12353.0|14403.0|16560.0|17504.0
 2015|F5826|35-39|W|GER|6620|981|2046.0|4197.0|6297.0|8402.0|8865.0|10528.0|12694.0|14735.0|16689.0|17504.0
 2015|F2667|H|W|GER|6620|995|1779.0|3568.0|5461.0|7408.0|7813.0|9622.0|11858.0|14275.0|16557.0|17504.0
 2015|F3480|40-44|W|GER|6619|1252|1894.0|3801.0|5713.0|7825.0|8293.0|10014.0|12309.0|14466.0|16593.0|17503.0
 2015|F11078|45-49|W|DEN|6618|1136|1784.0|3559.0|5330.0|7157.0|7611.0|9347.0|11750.0|14062.0|16590.0|17502.0
 2015|F8744|55-59|W|GER|6617|302|1889.0|3827.0|5782.0|7827.0|8248.0|9864.0|12015.0|14171.0|16557.0|17502.0
 2015|F2108|50-54|W|GBR|6616|756|1767.0|3587.0|5404.0|7307.0|7735.0|9368.0|11728.0|13908.0|16461.0|17498.0
 2015|F10909|35-39|W|JPN|6615|980|1738.0|3490.0|5265.0|7196.0|7592.0|9186.0|11472.0|13890.0|16542.0|17498.0
 2015|F9554|50-54|W|GER|6614|755|1727.0|3563.0|5460.0|7384.0|7808.0|9618.0|11985.0|14275.0|16578.0|17497.0
 2015|F12045|35-39|W|USA|6613|979|2014.0|4157.0|6272.0|8357.0|8805.0|10394.0|12477.0|14490.0|16604.0|17497.0
 2015|F8694|40-44|W|GBR|6612|1251|1810.0|3633.0|5418.0|7255.0|7676.0|9477.0|11988.0|14269.0|16577.0|17496.0
 2015|F6592|45-49|W|DEN|6611|1135|1969.0|3953.0|5918.0|7899.0|8325.0|9958.0|12048.0|14227.0|16531.0|17495.0
 2015|F8602|40-44|W|DEN|6610|1250|1969.0|3952.0|5918.0|7899.0|8325.0|9955.0|12049.0|14227.0|16529.0|17493.0
 2015|F7967|60-64|W|GER|6609|96|1990.0|4066.0|6086.0|8126.0|8584.0|10214.0|12308.0|14420.0|16586.0|17492.0
 2015|F3114|70-74|W|GBR|6608|9|1978.0|4010.0|6030.0|8067.0|8519.0|10134.0|12190.0|14269.0|16714.0|17492.0
 2015|F11441|40-44|W|BEL|6606|1249|1926.0|3903.0|5962.0|8040.0|8485.0|10085.0|12191.0|14271.0|16474.0|17492.0
 2015|F9177|55-59|W|GER|6606|301|1838.0|3709.0|5662.0|7697.0|8151.0|9921.0|12038.0|14160.0|16444.0|17492.0
 2015|F390|55-59|W|GER|6605|300|1933.0|3967.0|5974.0|7984.0|8407.0|10036.0|12144.0|14254.0|16527.0|17491.0
 2015|F2183|35-39|W|GBR|6604|978|1855.0|3754.0|5727.0|7724.0|8171.0|9801.0|12072.0|14274.0|16516.0|17491.0
 2015|F1005|40-44|W|GBR|6602|1248|1923.0|3896.0|5823.0|7841.0|8281.0|9881.0|12147.0|14485.0|16608.0|17491.0
 2015|F3022|45-49|W|GER|6602|1134|1762.0|3570.0|5402.0|7331.0|7754.0|9410.0|11545.0|14060.0|16439.0|17491.0
 2015|F2490|H|W|GBR|6601|994|1935.0|3914.0|5815.0|7717.0|8134.0|9668.0|11704.0|13754.0|16438.0|17490.0
 2015|F4096|H|W|DEN|6600|993|1769.0|3589.0|5441.0|7366.0|7777.0|9410.0|11686.0|14103.0|16581.0|17488.0
 2015|F11293|45-49|W|GER|6599|1133|1988.0|3981.0|5950.0|7923.0|8350.0|9994.0|12136.0|14289.0|16529.0|17488.0
 2015|F8645|40-44|W|GER|6598|1247|1877.0|3724.0|5515.0|7407.0|7834.0|9426.0|11593.0|13929.0|16438.0|17485.0
 2015|F3596|45-49|W|DEN|6597|1132|1933.0|3975.0|6114.0|8156.0|9032.0|10579.0|12592.0|14583.0|16627.0|17485.0
 2015|F11447|H|W|RUS|6596|992|1901.0|3834.0|5739.0|7673.0|8068.0|9902.0|12088.0|14367.0|16557.0|17483.0
 2015|F6139|35-39|W|GER|6595|977|2010.0|4109.0|6219.0|8267.0|8723.0|10364.0|12483.0|14539.0|16574.0|17481.0
 2015|F1920|40-44|W|GER|6593|1246|1920.0|3835.0|5801.0|7777.0|8191.0|9794.0|11853.0|13983.0|16377.0|17479.0
 2015|F2872|30-34|W|ROU|6593|1062|1979.0|4039.0|6319.0|8331.0|8825.0|10440.0|12554.0|14724.0|16694.0|17479.0
 2015|F7462|40-44|W|GER|6592|1245|2063.0|4160.0|6244.0|8403.0|8864.0|10530.0|12613.0|14613.0|16594.0|17479.0
 2015|F10323|45-49|W|DEN|6591|1131|1915.0|3883.0|5805.0|7844.0|8270.0|9897.0|12072.0|14321.0|16638.0|17479.0
 2015|F5322|45-49|W|GER|6590|1130|2034.0|4102.0|6129.0|8149.0|8602.0|10286.0|12308.0|14364.0|16593.0|17478.0
 2015|F7576|40-44|W|USA|6589|1244|1748.0|3553.0|5419.0|7278.0|7734.0|9306.0|11564.0|13963.0|16415.0|17478.0
 2015|F1403|50-54|W|GER|6588|754|1833.0|3747.0|5692.0|7705.0|8155.0|9837.0|11968.0|14232.0|16509.0|17478.0
 2015|F1044|40-44|W|GBR|6587|1243|1932.0|3841.0|5790.0|7791.0|8228.0|9908.0|12097.0|14268.0|16507.0|17477.0
 2015|F10286|35-39|W|GER|6586|976|2148.0|4270.0|6345.0|8368.0|8804.0|10384.0|12439.0|14591.0|16597.0|17477.0
 2015|F5729|35-39|W|GBR|6585|975|1958.0|3982.0|6057.0|8142.0|8592.0|10190.0|12255.0|14376.0|16525.0|17475.0
 2015|F10915|40-44|W|GBR|6584|1242|1919.0|3884.0|5944.0|8099.0|8562.0|10190.0|12254.0|14376.0|16524.0|17475.0
 2015|F4572|45-49|W|USA|6583|1129|1955.0|4006.0|6000.0|8156.0|8590.0|10267.0|12533.0|14625.0|16645.0|17473.0
 2015|F7460|35-39|W|GER|6582|974|1977.0|3949.0|5943.0|7985.0|8441.0|10106.0|12285.0|14453.0|16611.0|17473.0
 2015|F10714|40-44|W|GER|6581|1241|1934.0|3865.0|5799.0|7784.0|8226.0|9861.0|12188.0|14357.0|16579.0|17472.0
 2015|F12053|45-49|W|GER|6580|1128|1985.0|4034.0|6040.0|8082.0|8526.0|10129.0|12244.0|14470.0|16571.0|17472.0
 2015|F6696|45-49|W|GER|6579|1127|1982.0|4072.0|6124.0|8126.0|8580.0|10160.0|12376.0|14526.0|16583.0|17471.0
 2015|F12194|45-49|W|HKG|6578|1126|1973.0|3964.0|5983.0|8022.0|8458.0|10122.0|12304.0|14407.0|16583.0|17471.0
 2015|F2750|35-39|W|GER|6576|973|2080.0|4191.0|6303.0|8383.0|8833.0|10571.0|12678.0|14733.0|16715.0|17471.0
 2015|F6697|45-49|W|GER|6576|1125|1982.0|4072.0|6123.0|8125.0|8579.0|10160.0|12376.0|14525.0|16582.0|17471.0
 2015|F6050|50-54|W|DEN|6575|753|2029.0|4121.0|6134.0|8157.0|8599.0|10233.0|12337.0|14393.0|16521.0|17470.0
 2015|F2224|35-39|W|CHN|6574|972|1835.0|3725.0|5600.0|7624.0|8169.0|9857.0|12101.0|14147.0|16468.0|17470.0
 2015|F10247|30-34|W|RUS|6573|1061|1996.0|4000.0|5930.0|7923.0|8353.0|9961.0|12150.0|14310.0|16558.0|17468.0
 2015|F3370|35-39|W|GER|6572|971|1967.0|3931.0|5910.0|7910.0|8336.0|9950.0|12124.0|14250.0|16539.0|17468.0
 2015|F2737|50-54|W|FRA|6571|752|1944.0|3928.0|5898.0|7884.0|8314.0|9953.0|12153.0|14323.0|16544.0|17468.0
 2015|F7827|50-54|W|GER|6570|751|1892.0|3812.0|5754.0|7806.0|8226.0|9827.0|11942.0|14084.0|16406.0|17468.0
 2015|F10699|30-34|W|GER|6569|1060|2078.0|4178.0|6302.0|8500.0|8956.0|10621.0|12714.0|14706.0|16656.0|17468.0
 2015|F10415|40-44|W|NED|6568|1240|1912.0|3886.0|5858.0|7884.0|8321.0|9979.0|12088.0|14277.0|16555.0|17467.0
 2015|F10152|35-39|W|GER|6567|970|2027.0|4096.0|6132.0|8177.0|8622.0|10255.0|12348.0|14427.0|16569.0|17464.0
 2015|F3942|45-49|W|GER|6566|1124|1959.0|4033.0|6170.0|8259.0|8677.0|10266.0|12452.0|14439.0|16600.0|17460.0
 2015|F11533|45-49|W|GER|6565|1123|1959.0|4034.0|6170.0|8260.0|8678.0|10335.0|12454.0|14440.0|16599.0|17460.0
 2015|F759|H|W|GER|6564|991|1845.0|3790.0|5828.0|7835.0|8350.0|9989.0|12179.0|14233.0|16462.0|17459.0
 2015|F6777|50-54|W|DEN|6563|750|1895.0|3887.0|5886.0|7925.0|8352.0|9979.0|12092.0|14195.0|16490.0|17456.0
 2015|F2040|55-59|W|SUI|6562|299|2020.0|4050.0|6064.0|8094.0|8532.0|10164.0|12273.0|14392.0|16552.0|17454.0
 2015|F3948|40-44|W|SWE|6561|1239|2038.0|4176.0|6200.0|8219.0|8653.0|10278.0|12331.0|14427.0|16553.0|17454.0
 2015|F8765|50-54|W|GER|6560|749|1837.0|3700.0|5564.0|7501.0|7915.0|9542.0|11652.0|13963.0|16453.0|17453.0
 2015|F12264|35-39|W|USA|6559|969|1948.0|3836.0|5743.0|7698.0|8113.0|9780.0|12054.0|14223.0|16564.0|17453.0
 2015|F12560|30-34|W|GER|6558|1059|1965.0|3985.0|6323.0|8228.0|8634.0|10129.0|12115.0|14453.0|16571.0|17453.0
 2015|F7788|60-64|W|FRA|6557|95|1958.0|3931.0|5901.0|7889.0|8338.0|9973.0|12133.0|14282.0|16481.0|17452.0
 2015|F10928|30-34|W|TPE|6556|1058|1914.0|3813.0|5719.0|7680.0|8116.0|9739.0|11932.0|14128.0|16483.0|17450.0
 2015|F3793|60-64|W|GER|6555|94|2023.0|4116.0|6174.0|8177.0|8622.0|10238.0|12295.0|14394.0|16556.0|17450.0
 2015|F12311|H|W|GER|6554|990|1797.0|3666.0|5513.0|7423.0|7844.0|9450.0|11824.0|14230.0|16502.0|17450.0
 2015|F1697|40-44|W|GER|6553|1238|2023.0|4116.0|6174.0|8177.0|8622.0|10237.0|12295.0|14394.0|16556.0|17450.0
 2015|F10042|35-39|W|GER|6552|968|2012.0|4038.0|6124.0|8236.0|8678.0|10314.0|12394.0|14415.0|16561.0|17450.0
 2015|F3911|45-49|W|GER|6551|1122|1794.0|3644.0|5552.0|7526.0|7945.0|9522.0|11789.0|14227.0|16605.0|17449.0
 2015|F5587|H|W|GER|6550|989|1692.0|3476.0|5319.0|7255.0|7691.0|9360.0|11524.0|13852.0|16482.0|17447.0
 2015|F2297|35-39|W|DEN|6549|967|1770.0|3519.0|5289.0|7109.0|7510.0|9078.0|11489.0|13902.0|16376.0|17445.0
 2015|F3379|35-39|W|GBR|6548|966|1981.0|3968.0|5927.0|7934.0|8363.0|10027.0|12113.0|14296.0|16538.0|17443.0
 2015|F10337|35-39|W|IND|6547|965|1944.0|3913.0|5897.0|7896.0|8344.0|9960.0|12104.0|14279.0|16514.0|17442.0
 2015|F10195|60-64|W|NOR|6546|93|1930.0|3966.0|5931.0|7880.0|8309.0|9951.0|12101.0|14268.0|16505.0|17439.0
 2015|F3250|50-54|W|NED|6545|748|1746.0|3561.0|5515.0|7569.0|8001.0|9668.0|11947.0|14143.0|16476.0|17439.0
 2015|F5541|50-54|W|NED|6544|747|1866.0|3766.0|5715.0|7734.0|8177.0|9860.0|12023.0|14215.0|16473.0|17438.0
 2015|F8485|60-64|W|BRA|6543|92|1976.0|3918.0|5928.0|8011.0|8448.0|10137.0|12330.0|14449.0|16539.0|17436.0
 2015|F2204|50-54|W|MEX|6542|746|2086.0|4074.0|5968.0|7878.0|8297.0|9853.0|11920.0|14100.0|16435.0|17436.0
 2015|F11169|50-54|W|GBR|6541|745|1983.0|4045.0|6009.0|8021.0|8449.0|10011.0|12079.0|14239.0|16484.0|17435.0
 2015|F7672|50-54|W|GER|6540|744|2008.0|3982.0|5926.0|7956.0|8391.0|10035.0|12162.0|14266.0|16530.0|17433.0
 2015|F1083|35-39|W|CAN|6539|964|1919.0|3889.0|5831.0|7844.0|8288.0|9962.0|12192.0|14353.0|16501.0|17432.0
 2015|F2398|35-39|W|ITA|6538|963|1845.0|3767.0|5732.0|7693.0|8124.0|9761.0|11883.0|14020.0|16408.0|17431.0
 2015|F891|H|W|GER|6537|988|1697.0|3878.0|5984.0|8022.0|8467.0|10074.0|12195.0|14274.0|16512.0|17430.0
 2015|F12485|30-34|W|GER|6536|1057|1946.0|3838.0|5809.0|8098.0|8531.0|10266.0|12558.0|14512.0|16538.0|17430.0
 2015|F6959|40-44|W|SWE|6535|1237|2008.0|4101.0|6140.0|8179.0|8628.0|10240.0|12324.0|14445.0|16517.0|17429.0
 2015|F7330|40-44|W|ROU|6534|1236|2024.0|3997.0|6196.0|8223.0|8666.0|10270.0|12371.0|14433.0|16574.0|17429.0
 2015|F8153|30-34|W|GER|6533|1056|2022.0|4074.0|6166.0|8281.0|8737.0|10366.0|12437.0|14492.0|16591.0|17428.0
 2015|F8397|40-44|W|BRA|6532|1235|2027.0|4066.0|6136.0|8184.0|8629.0|10248.0|12344.0|14385.0|16503.0|17428.0
 2015|F5294|40-44|W|GER|6531|1234|1954.0|3944.0|5939.0|7939.0|8391.0|10013.0|12138.0|14331.0|16495.0|17427.0
 2015|F9996|50-54|W|GER|6530|743|2027.0|4120.0|6203.0|8286.0|8717.0|10387.0|12493.0|14569.0|16603.0|17426.0
 2015|F8717|H|W|USA|6529|987|1945.0|3939.0|5930.0|7987.0|8430.0|10122.0|12241.0|14352.0|16500.0|17426.0
 2015|F6063|35-39|W|DEN|6528|962|1844.0|3741.0|5670.0|7671.0|8100.0|9871.0|12046.0|14214.0|16485.0|17425.0
 2015|F7885|45-49|W|ITA|6527|1121|1781.0|3660.0|5627.0|7671.0|8116.0|9792.0|11953.0|14181.0|16460.0|17425.0
 2015|F2820|30-34|W|GER|6526|1055|1862.0|3788.0|5811.0|7761.0|8240.0|9866.0|12040.0|14183.0|16423.0|17423.0
 2015|F5107|H|W|GER|6524|986|1983.0|3955.0|5942.0|7945.0|8372.0|9962.0|12094.0|14196.0|16426.0|17423.0
 2015|F9373|30-34|W|GER|6524|1054|2055.0|4145.0|6222.0|8283.0|8724.0|10293.0|12296.0|14469.0|16569.0|17423.0
 2015|F6273|40-44|W|GER|6523|1233|1875.0|3834.0|5806.0|7842.0|8265.0|9878.0|12127.0|14295.0|16533.0|17422.0
 2015|F8207|50-54|W|USA|6522|742|1717.0|3490.0|5400.0|7184.0|7795.0|9429.0|11887.0|14255.0|16463.0|17421.0
 2015|F2729|45-49|W|BEL|6521|1120|2000.0|4111.0|6163.0|8225.0|8678.0|10366.0|12446.0|14509.0|16558.0|17419.0
 2015|F5426|H|W|SWE|6520|985|1950.0|3952.0|5878.0|7830.0|8260.0|9935.0|12199.0|14331.0|16582.0|17419.0
 2015|F2282|55-59|W|DEN|6519|298|1905.0|3897.0|5901.0|7859.0|8277.0|9917.0|12105.0|14315.0|16493.0|17417.0
 2015|F1370|55-59|W|BEL|6518|297|1853.0|3712.0|5591.0|7620.0|8071.0|9717.0|11933.0|14121.0|16418.0|17415.0
 2015|F7969|55-59|W|USA|6517|296|2008.0|4124.0|6167.0|8258.0|8700.0|10282.0|12321.0|14456.0|16534.0|17414.0
 2015|F12354|40-44|W|GER|6516|1232|1943.0|3958.0|5931.0|7919.0|8342.0|9944.0|12067.0|14298.0|16495.0|17413.0
 2015|F4267|H|W|CAN|6515|984|1746.0|3574.0|5612.0|7683.0|8157.0|9863.0|12061.0|14163.0|16467.0|17412.0
 2015|F6817|30-34|W|BRA|6514|1053|2095.0|4170.0|6207.0|8226.0|8662.0|10238.0|12306.0|14331.0|16559.0|17411.0
 2015|F10422|50-54|W|DEN|6513|741|1982.0|4029.0|6065.0|8097.0|8521.0|10193.0|12286.0|14389.0|16482.0|17411.0
 2015|F11117|45-49|W|DEN|6512|1119|1983.0|4029.0|6065.0|8098.0|8522.0|10194.0|12300.0|14389.0|16483.0|17411.0
 2015|F868|45-49|W|BRA|6511|1118|1897.0|3787.0|5619.0|7550.0|7983.0|9581.0|11911.0|14129.0|16467.0|17411.0
 2015|F3351|35-39|W|GER|6510|961|2089.0|4144.0|6174.0|8187.0|8625.0|10216.0|12355.0|14373.0|16465.0|17410.0
 2015|F11735|H|W|GBR|6509|983|1869.0|3735.0|5675.0|7851.0|8270.0|10126.0|12431.0|14478.0|16640.0|17409.0
 2015|F8566|40-44|W|ESP|6508|1231|1984.0|4077.0|6131.0|8367.0|8790.0|10391.0|12441.0|14496.0|16552.0|17407.0
 2015|F12146|55-59|W|GER|6507|295|1984.0|4078.0|6131.0|8367.0|8790.0|10391.0|12441.0|14496.0|16552.0|17407.0
 2015|F4971|60-64|W|DEN|6506|91|1839.0|3661.0|5484.0|7375.0|7785.0|9459.0|11607.0|13932.0|16389.0|17404.0
 2015|F7010|H|W|SUI|6505|982|1842.0|3712.0|5712.0|7844.0|8313.0|10076.0|12273.0|14401.0|16525.0|17404.0
 2015|F6990|65-69|W|GER|6503|20|1870.0|3757.0|5694.0|7653.0|8090.0|9699.0|11907.0|14093.0|16438.0|17404.0
 2015|F1010|35-39|W|GBR|6503|960|1965.0|3971.0|5927.0|7944.0|8386.0|10007.0|12066.0|14227.0|16461.0|17404.0
 2015|F9517|H|W|GBR|6502|981|1915.0|3851.0|5858.0|7886.0|8324.0|9948.0|12042.0|14175.0|16466.0|17403.0
 2015|F10927|30-34|W|JPN|6501|1052|1955.0|4003.0|6019.0|8068.0|8519.0|10150.0|12177.0|14165.0|16496.0|17403.0
 2015|F10902|40-44|W|MEX|6500|1230|1988.0|4031.0|6113.0|8254.0|8709.0|10373.0|12486.0|14533.0|16561.0|17401.0
 2015|F5049|35-39|W|GBR|6499|959|1969.0|4184.0|6174.0|8147.0|8565.0|10234.0|12357.0|14407.0|16532.0|17400.0
 2015|F9523|30-34|W|GER|6498|1051|1893.0|3856.0|5806.0|7835.0|8267.0|9917.0|12088.0|14241.0|16490.0|17399.0
 2015|F5122|30-34|W|GER|6497|1050|2006.0|4270.0|6321.0|8362.0|8790.0|10387.0|12385.0|14445.0|16542.0|17399.0
 2015|F11614|30-34|W|GER|6496|1049|2064.0|4179.0|6265.0|8359.0|8814.0|10435.0|12492.0|14526.0|16542.0|17397.0
 2015|F11897|40-44|W|USA|6495|1229|1944.0|3923.0|5948.0|8002.0|8532.0|10167.0|12317.0|14434.0|16533.0|17396.0
 2015|F3019|50-54|W|GER|6494|740|1977.0|4029.0|6106.0|8156.0|8589.0|10233.0|12378.0|14396.0|16520.0|17395.0
 2015|F11568|55-59|W|GER|6493|294|1977.0|4029.0|6106.0|8156.0|8589.0|10233.0|12376.0|14396.0|16520.0|17395.0
 2015|F5536|30-34|W|FIN|6492|1048|2159.0|4253.0|6327.0|8408.0|8856.0|10516.0|12559.0|14552.0|16565.0|17393.0
 2015|F10548|H|W|SUI|6491|980|2043.0|4057.0|6057.0|8052.0|8518.0|10050.0|12174.0|14316.0|16506.0|17392.0
 2015|F7461|H|W|MEX|6490|979|1650.0|3338.0|5142.0|7050.0|7470.0|9136.0|11417.0|13822.0|16299.0|17391.0
 2015|F436|45-49|W|DEN|6489|1117|1786.0|3553.0|5589.0|7523.0|8010.0|9708.0|12106.0|14315.0|16475.0|17389.0
 2015|F1435|45-49|W|DEN|6488|1116|1735.0|3458.0|5149.0|6918.0|7318.0|8886.0|11222.0|13508.0|16266.0|17388.0
 2015|F7286|35-39|W|GBR|6487|958|2031.0|4137.0|6218.0|8319.0|8758.0|10393.0|12393.0|14530.0|16554.0|17388.0
 2015|F1853|H|W|FRA|6486|978|1826.0|3783.0|5618.0|7468.0|7883.0|9448.0|11573.0|13787.0|16308.0|17385.0
 2015|F4408|H|W|GER|6485|977|1926.0|3825.0|6011.0|7882.0|8284.0|9879.0|12011.0|14172.0|16465.0|17384.0
 2015|F8104|50-54|W|GER|6484|739|2096.0|4234.0|6247.0|8207.0|8656.0|10269.0|12356.0|14528.0|16554.0|17384.0
 2015|F915|H|W|GER|6483|976|1700.0|3427.0|5188.0|7029.0|7436.0|9040.0|11599.0|13991.0|16449.0|17383.0
 2015|F1171|45-49|W|AUT|6482|1115|2016.0|4051.0|6070.0|8022.0|8450.0|10034.0|12210.0|14283.0|16476.0|17382.0
 2015|F7380|65-69|W|GBR|6480|19|1915.0|3903.0|5870.0|7893.0|8308.0|10017.0|12150.0|14361.0|16565.0|17382.0
 2015|F9204|30-34|W|MEX|6480|1047|1949.0|3934.0|5938.0|7993.0|8426.0|10069.0|12200.0|14304.0|16459.0|17382.0
 2015|F9115|50-54|W|AUT|6479|738|1903.0|3906.0|6011.0|7973.0|8389.0|9992.0|12096.0|14144.0|16406.0|17382.0
 2015|F2008|45-49|W|SUI|6477|1114|2070.0|4009.0|5962.0|7901.0|8320.0|10012.0|12121.0|14296.0|16465.0|17382.0
 2015|F1555|50-54|W|SUI|6477|737|2070.0|4009.0|5969.0|7901.0|8320.0|10012.0|12134.0|14296.0|16465.0|17382.0
 2015|F6877|35-39|W|GER|6476|957|1951.0|3965.0|5926.0|7894.0|8660.0|10189.0|12215.0|14296.0|16462.0|17379.0
 2015|F6420|40-44|W|GER|6475|1228|2034.0|3963.0|5847.0|7935.0|8343.0|9877.0|11842.0|13864.0|16154.0|17377.0
 2015|F8073|40-44|W|GER|6474|1227|1855.0|3742.0|5724.0|7599.0|8008.0|9532.0|11672.0|13987.0|16374.0|17376.0
 2015|F7876|40-44|W|JPN|6473|1226|2066.0|4143.0|6199.0|8250.0|8704.0|10351.0|12409.0|14448.0|16506.0|17376.0
 2015|F2487|40-44|W|GBR|6472|1225|1875.0|3794.0|5732.0|7711.0|8160.0|9779.0|11922.0|14172.0|16398.0|17376.0
 2015|F8975|50-54|W|NOR|6471|736|2020.0|4104.0|6144.0|8169.0|8607.0|10216.0|12333.0|14422.0|16519.0|17375.0
 2015|F8781|30-34|W|CRC|6470|1046|1983.0|3889.0|5775.0|7796.0|8215.0|10105.0|12264.0|14527.0|16566.0|17374.0
 2015|F8630|40-44|W|GER|6469|1224|2005.0|4032.0|6048.0|8078.0|8520.0|10123.0|12164.0|14281.0|16438.0|17374.0
 2015|F1043|40-44|W|GER|6468|1223|1925.0|3967.0|5948.0|8320.0|8736.0|10483.0|12574.0|14511.0|16544.0|17373.0
 2015|F2449|30-34|W|INA|6467|1045|2081.0|4205.0|6215.0|8174.0|8591.0|10110.0|12088.0|14137.0|16441.0|17373.0
 2015|F5612|H|W|USA|6466|975|1892.0|3928.0|5950.0|7998.0|8442.0|10145.0|12353.0|14505.0|16634.0|17373.0
 2015|F7108|40-44|W|SWE|6465|1222|1835.0|3714.0|5619.0|7607.0|8025.0|9588.0|11657.0|13712.0|16356.0|17372.0
 2015|F7898|40-44|W|SWE|6464|1221|1835.0|3715.0|5619.0|7607.0|8025.0|9588.0|11657.0|13712.0|16356.0|17372.0
